start_station_name,end_station_name,num_trips
Kirkeveien,Bjølsendumpa,1
Vaterlandsparken,Lilleborgbanen,1
Vaterlandsparken,Langkaia,1
Vaterlandsparken,Københavngata busstopp,1
Kirkeveien,Arkitekt Rivertz Plass,1
Jenny Braatens Plass,Skøyen,1
Jenny Braatens Plass,Skråninga,1
Jenny Braatens Plass,Skovveien,1
Vaterlandsparken,Kjeld Stubs gate,1
Vaterlandsparken,Karenslyst allé,1
Vaterlandsparken,Jenny Braatens Plass,1
Vaterlandsparken,Ila,1
Akersgata,Sinsen T-bane,1
Jenny Braatens Plass,Skillebekk,1
Vaterlandsparken,Henrik Wergelands allé,1
Kirkeveien,Bentsebrugata,1
Vaterlandsparken,Hallénparken,1
Akersgata,Skøyen,1
Akersgata,Skøyen Stasjon,1
Vaterlandsparken,Hallings gate,1
Vaterlandsparken,Fyrstikktorget,1
Torshovdalen øst,Huitfeldts gate,1
Huk 2,Sofienbergparken nord,1
Frognerstranda,Sofienberggata,1
Bjerregaards gate,Arendalsgata,1
Bjølsendumpa,Majorstuveien,1
Bjerregaards gate,Anker Hotel,1
Lodalen busstopp,Dronningens gate,1
Lille Grensen,Thune,1
Studenterlunden,Galgeberg,1
Hesselbergs Gate,Universitetsgata,1
Studenterlunden,Fysikkbygningen,1
The Hub,Forskningsveien,1
Bjølsendumpa,Meltzers gate,1
The Hub,Fred Olsens gate,1
The Hub,Frognerbadet,1
The Hub,Frognerveien,1
Bislettgata,Økern Portal,1
Studenterlunden,Ensjø T-bane,1
Studenterlunden,Elgsletta,1
The Hub,HasleLinje,1
The Hub,Jarlsborgveien,1
Lodalen busstopp,Frognerstranda,1
Studenterlunden,Colosseum Kino,1
The Hub,Idioten,1
Studenterlunden,Dokkveien,1
Henrik Ibsens gate,Ensjø T-bane,1
Lille Grensen,Torshovdalen øst,1
Bjølsendumpa,Olav Kyrres plass,1
The Hub,Henrik Wergelands allé,1
Lodalen busstopp,Elisenberg,1
The Hub,Henrik Ibsens gate,1
Lille Grensen,Stortingstunellen,1
Bislettgata,Via Vika,1
Studenterlunden,Dælenenggata,1
Lodalen busstopp,Enerhaugen,1
The Hub,Colosseum Kino,1
Lodalen busstopp,Dokkveien,1
Studenterlunden,Grønlands torg,1
Tannlegehøyskolen,Uranienborgparken,1
Tannlegehøyskolen,Universitetsgata,1
Tannlegehøyskolen,Ullevålsalléen,1
Lille Schous plass,Bak Niels Treschows hus sør,1
Lille Schous plass,Bjerregaardsgate Øst,1
Tannlegehøyskolen,Tåsen Senter,1
Tannlegehøyskolen,Uranienborgveien,1
Tannlegehøyskolen,Trondheimsveien,1
Hesselbergs Gate,Stensgata,1
Lodalen busstopp,Botanisk hage sør-vest,1
Bjerregaards gate,Diakonhjemmet,1
Tannlegehøyskolen,Søndre gate,1
Lille Schous plass,Bjølsendumpa,1
Bjerregaards gate,Drammensveien,1
Tannlegehøyskolen,Torshovparken vest,1
Bjølsendumpa,Over Rådhusgata,1
Lodalen busstopp,Briskeby,1
Bjølsendumpa,Lindern,1
Bjerregaards gate,Badebakken,1
Bjerregaards gate,Bak Niels Treschows hus nord,1
Lille Grensen,Vålerenga,1
The Hub,Borgenveien,1
The Hub,Blindern Studenthus,1
Bjølsendumpa,Mailundveien,1
Tannlegehøyskolen,Valkyrieplassen,1
Hesselbergs Gate,Thune,1
Lodalen busstopp,Chr. Michelsens Gate,1
Hesselbergs Gate,Thomas Heftyes plass,1
Hesselbergs Gate,Thereses gate,1
Bjerregaards gate,Bjølsen mølle,1
Lille Schous plass,Arkitekt Rivertz Plass,1
Lodalen busstopp,Bøkkerveien,1
The Hub,Badebakken,1
Lille Grensen,Storo Storsenter,1
Lodalen busstopp,Gunerius,1
Studenterlunden,Bygdøy allé,1
The Hub,St. Hanshaugen park sør,1
The Hub,Sotahjørnet,1
Lille Grensen,Riddervoldplass,1
Studenterlunden,Adamstuen,1
Studenterlunden,Arkaden Nord,1
Studenterlunden,Bentsebrugata,1
The Hub,Storo Storsenter,1
The Hub,Skøyen,1
Studenterlunden,Bjølsen Studentby,1
Studenterlunden,Bjølsen mølle,1
Lille Grensen,Sognsveien,1
The Hub,Sjølyst,1
Hoffsveien,Botanisk hage sør-vest,1
Hoffsveien,Botanisk Hage sør,1
Studenterlunden,Biskop Gunnerus' gate,1
Lodalen busstopp,Henrik Wergelands allé,1
Studenterlunden,7. juni-plassen,1
Hoffsveien,Dronningens gate,1
Bislettgata,Sinsenveien,1
Stortingstunellen,Universitetsgata,1
Lodalen busstopp,Hesselbergs Gate,1
Lille Grensen,Langkaia,1
Lille Grensen,Lørenveien,1
Stortingstunellen,Vestkanttorvet,1
Stortingstunellen,Vår Frelsers gravlund,1
Lille Grensen,Majorstuen,1
Stortingstunellen,Via Vika,1
Lille Grensen,Marienlystparken,1
Lille Grensen,Olav Kyrres plass,1
Hoffsveien,Dælenenggata,1
Bjølsendumpa,Slottsparken Øst,1
Hoffsveien,Dyvekes bru,1
Bjølsendumpa,Sofienbergparken nord,1
Studenterlunden,Hedmarksgata,1
Studenterlunden,Bjørvika,1
Lille Grensen,Sotahjørnet,1
Bislettgata,Thereses gate,1
The Hub,Lørenveien,1
Lodalen busstopp,Hedmarksgata,1
The Hub,Langkaia,1
Hoffsveien,Alexander Kiellands Plass,1
The Hub,Københavngata busstopp,1
The Hub,Mailundveien,1
Bislettgata,Torshovdalen øst,1
Bjølsendumpa,Rolf Wickstrøms vei,1
Hoffsveien,Akersgata,1
Bislettgata,Tåsen Senter,1
Bjølsendumpa,Riddervoldplass,1
The Hub,Kampen park Øst,1
Bjølsendumpa,Professor Aschehougs plass,1
The Hub,Klingenberggata,1
Hoffsveien,Borgenveien,1
Henrik Ibsens gate,Colletts gate,1
The Hub,Majorstua skole,1
Hoffsveien,Bjølsen Studentby,1
Lille Grensen,St. Hanshaugen park nord,1
Bjølsendumpa,Schives gate,1
The Hub,Riddervoldplass,1
Hoffsveien,Bislett Stadion,1
Hoffsveien,Bak Niels Treschows hus nord,1
Studenterlunden,Blindern studentparkering,1
Hoffsveien,BI Nydalen,1
Hoffsveien,Arkitekt Rivertz Plass,1
The Hub,Norsk Folkemuseum,1
Hoffsveien,Arkaden Sør,1
The Hub,Munkedamsveien,1
The Hub,Marienlystparken,1
Lille Grensen,Stockfleths gate,1
Bislettgata,Stortingstunellen,1
Bislettgata,Sinsen T-bane,1
Bjerregaards gate,Dronningens gate,1
Bjerregaards gate,Dyvekes bru,1
Tannlegehøyskolen,Forskningsveien,1
Lille Schous plass,Majorstua skole,1
Lille Schous plass,Lodalen busstopp,1
Bjølsendumpa,Georg Morgenstiernes hus,1
Tannlegehøyskolen,Frogner Stadion,1
Bjerregaards gate,Marienlyst,1
Tannlegehøyskolen,Frogner plass,1
Lindern,Ullevålsalléen,1
Tannlegehøyskolen,Frognerveien,1
Hesselbergs Gate,Majorstuen,1
Studenterlunden,Salt,1
Studenterlunden,Sagene bussholdeplass,1
Tannlegehøyskolen,Griffenfeldts gate,1
Bjerregaards gate,Lørenporten,1
Bjerregaards gate,Lodalen busstopp,1
Lindern,Ulven Torg,1
Lille Schous plass,Langkaia,1
Lille Schous plass,Huitfeldts gate,1
Tannlegehøyskolen,John Colletts plass,1
Lille Schous plass,Huk 2,1
Lille Schous plass,Hydroparken,1
Bjølsendumpa,Hasle,1
Lille Schous plass,Klingenberggata,1
Tannlegehøyskolen,Finnmarksgata,1
Lille Schous plass,Københavngata busstopp,1
Tannlegehøyskolen,Helga Helgesens plass,1
Hesselbergs Gate,Munkedamsveien,1
Hesselbergs Gate,Marienlystparken,1
Tannlegehøyskolen,Grünerhagen Nord,1
Lindern,Via Vika,1
Lindern,Uranienborgparken,1
Tannlegehøyskolen,Henrik Ibsens gate,1
Bjerregaards gate,Myraløkka Øst,1
Bjølsendumpa,Frøen T-bane,1
Lille Schous plass,Norsk Folkemuseum,1
Tannlegehøyskolen,Bjølsendumpa,1
Tannlegehøyskolen,Bjerregaardsgate Øst,1
Hesselbergs Gate,Klingenberggata,1
Henrik Ibsens gate,Jordalgata,1
Bjerregaards gate,Rolf Wickstrøms vei,1
Tannlegehøyskolen,Bankplassen,1
Hesselbergs Gate,Kontraskjæret,1
Lille Schous plass,Parkveien,1
Tannlegehøyskolen,BI Nydalen,1
Studenterlunden,Skøyen,1
Bjølsendumpa,Filipstadveien,1
Lindern,Tiedemannsparken,1
Bjerregaards gate,Salt,1
Bjølsendumpa,Elisenberg,1
Hesselbergs Gate,Kampen park Øst,1
Tannlegehøyskolen,Kirkegata 15,1
Bjølsendumpa,Fred Olsens gate,1
Lille Schous plass,Oslo Handelsgymnasium,1
Tannlegehøyskolen,Ensjøveien,1
Lille Schous plass,Nybrua holdeplass,1
Bjerregaards gate,Nydalen,1
Hesselbergs Gate,Langkaia,1
Studenterlunden,Sinsenveien,1
Bjølsendumpa,Frogner Stadion,1
Tannlegehøyskolen,Blindern studentparkering,1
Lille Schous plass,Olav Kyrres plass,1
Bjølsendumpa,Friggfeltet,1
Lille Schous plass,Oscars gate,1
Tannlegehøyskolen,Botanisk hage sør-vest,1
Lindern,Trelastgata,1
Tannlegehøyskolen,Botanisk Hage vest,1
Tannlegehøyskolen,Botanisk Hage sør,1
Bjerregaards gate,Oslo Hospital,1
Tannlegehøyskolen,Kirkeristen,1
Bjølsendumpa,Hausmanns bru,1
Tannlegehøyskolen,Kjeld Stubs gate,1
Lodalen busstopp,Bjerregaards gate,1
Bjerregaards gate,Fysikkbygningen,1
Bjerregaards gate,Gaustad T-bane,1
Bjerregaards gate,Georg Morgenstiernes hus,1
Bjerregaards gate,Gimle Kino,1
Lille Schous plass,Elisenberg,1
Tannlegehøyskolen,Skovveien,1
Bjølsendumpa,Kjeld Stubs gate,1
Lille Schous plass,Forskningsveien,1
Lille Schous plass,Frognerbadet,1
Tannlegehøyskolen,Schous plass trikkestopp,1
Tannlegehøyskolen,Schives gate,1
Tannlegehøyskolen,Ruseløkkgården,1
Lodalen busstopp,Bentsebrugata,1
Lille Schous plass,Ensjøveien,1
Studenterlunden,Kirkeveien,1
Bjerregaards gate,Frognerbadet,1
Tannlegehøyskolen,Sofienberggata,1
Hesselbergs Gate,St. Hanshaugen park vest,1
Tannlegehøyskolen,Studenterlunden,1
Tannlegehøyskolen,Storo Storsenter,1
Bjerregaards gate,Enerhaugen,1
Lille Schous plass,Bogstadveien,1
Tannlegehøyskolen,Stockfleths gate,1
Tannlegehøyskolen,Skøyen,1
Studenterlunden,Idioten,1
Henrik Ibsens gate,Georg Morgenstiernes hus,1
Lille Schous plass,Briskeby,1
Tannlegehøyskolen,Sognsveien,1
Tannlegehøyskolen,Sofienbergparken nordvest,1
Studenterlunden,Jenny Braatens Plass,1
Tannlegehøyskolen,Sofienbergparken nord,1
Tannlegehøyskolen,Stjerneplassen,1
Henrik Ibsens gate,Furulund,1
Lille Schous plass,Frognerstranda,1
Bjerregaards gate,Hasle,1
Lindern,Økern Portal,1
Bjerregaards gate,Idioten,1
Tannlegehøyskolen,Lindern,1
Bjølsendumpa,Hoffsveien,1
Hesselbergs Gate,Pilestredet 63,1
Studenterlunden,Marienlyst,1
Hesselbergs Gate,Pilestredet Studenthus,1
Bjerregaards gate,Jenny Braatens Plass,1
Lindern,Vålerenga,1
Lille Schous plass,Hasle Torg,1
Lille Schous plass,Hausmanns gate,1
Lille Schous plass,Hoffsveien,1
Lindern,Vippetangen øst,1
Studenterlunden,Norsk Folkemuseum,1
Studenterlunden,Meltzers gate,1
Bjølsendumpa,Kampen park Øst,1
Lille Schous plass,Hans Nielsen Hauges plass,1
Lille Schous plass,Hallénparken,1
Hesselbergs Gate,Sinsenveien,1
Tannlegehøyskolen,Professor Aschehougs plass,1
Studenterlunden,Kontraskjæret,1
Lille Schous plass,Frognerveien,1
Lodalen busstopp,Alexander Kiellands Plass,1
Lodalen busstopp,Akersgata,1
Henrik Ibsens gate,Hausmanns gate,1
Tannlegehøyskolen,Oslo Hospital,1
Bjølsendumpa,Jenny Braatens Plass,1
Tannlegehøyskolen,Olaf Ryes plass,1
Hesselbergs Gate,Salt,1
Hesselbergs Gate,Sagene bussholdeplass,1
Studenterlunden,Lodalen busstopp,1
Lodalen busstopp,Akerselvallmenningen,1
Studenterlunden,Langkaia,1
Lindern,Stockfleths gate,1
Stortingstunellen,Ulven Torg,1
The Hub,Ullevålsalléen,1
Hoffsveien,Sinsenveien,1
Thereses gate,Trelastgata,1
Lille Grensen,Bjølsen mølle,1
Thereses gate,Tåsen Senter,1
Thereses gate,Ullevål sykehus,1
Helga Helgesens plass,Tordenskiolds gate,1
Stortingstunellen,Elgsletta,1
Lille Grensen,BI Nydalen,1
Bislettgata,Borgenveien,1
Thereses gate,Uranienborgparken,1
Lille Grensen,Arkitekt Rivertz Plass,1
Thereses gate,Valkyrieplassen,1
Thereses gate,Vestkanttorvet,1
Thereses gate,Økern Portal,1
Stortingstunellen,Colletts gate,1
Thomas Heftyes plass,Adamstuen,1
Helga Helgesens plass,Tiedemannsparken,1
Lodalen busstopp,Tjuvholmen,1
Bjørvika,Friggfeltet,1
Stortingstunellen,Bankplassen,1
Bislettgata,Bak Niels Treschows hus sør,1
Thomas Heftyes plass,Badebakken,1
Thomas Heftyes plass,BI Nydalen,1
Hoffsveien,Sentrum Scene,1
Helga Helgesens plass,Tannlegehøyskolen,1
Stortingstunellen,Botanisk Hage sør,1
Hoffsveien,Sofienberggata,1
Stortingstunellen,Botanisk hage sør-vest,1
Bislettgata,Biskop Gunnerus' gate,1
Helga Helgesens plass,Thune,1
Bjørvika,Elisenberg,1
Helga Helgesens plass,Thereses gate,1
Bjørvika,Drammensveien,1
Thereses gate,Tannlegehøyskolen,1
Lodalen busstopp,Stjerneplassen,1
Bislettgata,Ensjøveien,1
Thereses gate,Skøyen,1
Thereses gate,Skovveien,1
Lille Grensen,Carl Berners plass sør,1
Hoffsveien,Pilestredet Studenthus,1
Lodalen busstopp,Slottsparken Øst,1
Bislettgata,Ensjø T-bane,1
Thereses gate,Schous plass trikkestopp,1
Thereses gate,Schives gate,1
Hoffsveien,OsloMet,1
Stortingstunellen,Gimle Kino,1
Bjørvika,Blindern Studenthus,1
Hoffsveien,Oslo Hospital,1
Thereses gate,Rådhusgata,1
Lille Grensen,Colletts gate,1
Thomas Heftyes plass,Bak Niels Treschows hus nord,1
Thereses gate,Slottsparken Øst,1
Helga Helgesens plass,Uelands gate,1
Bjørvika,Colosseum Kino,1
Thereses gate,Studenterlunden,1
Thereses gate,Storo Storsenter,1
Bjørvika,Colbjørnsens gate,1
Lodalen busstopp,Stensgata,1
Lille Grensen,Blindern Studenthus,1
Thereses gate,Sofienbergparken sør,1
Thereses gate,Stensparken,1
Bjørvika,Bygdøy allé,1
Thereses gate,St. Hanshaugen park sør,1
Lodalen busstopp,Spikersuppa Vest,1
Stortingstunellen,Frognerbadet,1
Lodalen busstopp,Sofienberggata,1
Thereses gate,Sommerfrydhagen,1
Stortingstunellen,Filipstadveien,1
Thomas Heftyes plass,Bentsebrugata,1
Hoffsveien,Spikersuppa Vest,1
Thomas Heftyes plass,Biskop Gunnerus' gate,1
Storo Storsenter,Sotahjørnet,1
Thomas Heftyes plass,Kontraskjæret,1
Thomas Heftyes plass,Kirkeveien,1
Bislett Stadion,Tiedemannsparken,1
Thomas Heftyes plass,Kirkegata 15,1
Thomas Heftyes plass,John Colletts plass,1
Thomas Heftyes plass,Kværnerbyen,1
Hoffsveien,Uranienborgparken,1
Bislett Stadion,Torshovparken vest,1
Hoffsveien,Universitetsgata,1
Thomas Heftyes plass,Jarlsborgveien,1
Lørenporten,7. juni-plassen,1
Storo Storsenter,Sørvest for Slottsparken,1
Bislett Stadion,Tåsen Senter,1
Lørenporten,Adamstuen,1
Hoffsveien,Ullevål sykehus,1
Lørenporten,Anker Hotel,1
Storo Storsenter,Skippergata,1
Bjørvika,Ila,1
Langkaia,Schives gate,1
Storo Storsenter,Ruseløkkgården,1
Thomas Heftyes plass,Oslo Plaza,1
Thomas Heftyes plass,Oslo Hospital,1
Langkaia,Sjølyst,1
Lørenporten,Annette Thommessens Plass,1
Lørenporten,Arkaden Nord,1
Storo Storsenter,Sirkustomta,1
Hoffsveien,Vippetangen øst,1
Thomas Heftyes plass,Mandalls gate,1
Thomas Heftyes plass,Majorstuen T-bane,1
Thomas Heftyes plass,Mailundveien,1
Thomas Heftyes plass,Lilleborgbanen,1
Storo Storsenter,Salt,1
Helga Helgesens plass,Ulven Torg,1
Thomas Heftyes plass,Hausmanns gate,1
Storo Storsenter,Tiedemannsparken,1
Bislett Stadion,Vålerenga,1
Thomas Heftyes plass,Colletts gate,1
Thomas Heftyes plass,Carl Berners plass sør,1
Langkaia,Ullevålsveien,1
Stortingstunellen,Alexander Kiellands Plass,1
Thomas Heftyes plass,Botanisk hage sør-vest,1
Lodalen busstopp,Trondheimsveien,1
Thomas Heftyes plass,Borgenveien,1
Hoffsveien,Stavangergata,1
Thomas Heftyes plass,Bjerregaardsgate Øst,1
Bjørvika,Frogner plass,1
Langkaia,Via Vika,1
Hoffsveien,St. Hanshaugen park sør,1
Langkaia,Vulkan,1
Thomas Heftyes plass,Blindern studentparkering,1
Bislett Stadion,Tøyenparken,1
Langkaia,Sørvest for Slottsparken,1
Thomas Heftyes plass,Enerhaugen,1
Thomas Heftyes plass,Hans Nielsen Hauges plass,1
Lodalen busstopp,Vulkan,1
Thomas Heftyes plass,Gunerius,1
Storo Storsenter,Uranienborgparken,1
Thomas Heftyes plass,Grünerhagen Nord,1
Bislett Stadion,Ulven Torg,1
Langkaia,Stjerneplassen,1
Økernveien,Økern Portal,1
Storo Storsenter,Vippetangen øst,1
Storo Storsenter,Vålerenga,1
Thomas Heftyes plass,Fysikkbygningen,1
Stortingstunellen,AHO,1
Langkaia,Stensparken,1
Thomas Heftyes plass,Forskningsveien,1
Storo Storsenter,Via Vika,1
Hoffsveien,Furulund,1
Bjørvika,Bjølsendumpa,1
Thereses gate,Ruseløkkgården,1
Bjølsendumpa,Sørvest for Slottsparken,1
Thereses gate,Colosseum Kino,1
Stortingstunellen,Sofienbergparken nord,1
Thereses gate,Domus Athletica,1
Stortingstunellen,Skøyen,1
Thereses gate,Drammensveien,1
Bjølsendumpa,Thereses gate,1
Lodalen busstopp,Jakob kirke,1
Thereses gate,Elisenberg,1
Lille Grensen,Hasle Torg,1
Stortingstunellen,Skarpsnoparken,1
Lodalen busstopp,Jens Bjelkes Gate,1
Lodalen busstopp,Kirkegata 15,1
Thereses gate,Finnmarksgata,1
Stortingstunellen,Schous plass trikkestopp,1
Lodalen busstopp,Krohgstøtten hospital,1
Stortingstunellen,Schives gate,1
Bjølsendumpa,Ullevålsalléen,1
Lodalen busstopp,Københavngata busstopp,1
Hoffsveien,Jess Carlsens gate,1
Stortingstunellen,Oslo Plaza,1
Bislettgata,Lodalen busstopp,1
Thereses gate,Griffenfeldts gate,1
Lodalen busstopp,Huk 2,1
Henrik Ibsens gate,Arkaden Sør,1
Stortingstunellen,Parkveien,1
Stortingstunellen,Pilestredet Studenthus,1
Thereses gate,Georg Morgenstiernes hus,1
Thereses gate,Frogner plass,1
Bjølsendumpa,Trelastgata,1
Thereses gate,Fredensborg,1
Hoffsveien,Jernbanetorget,1
Thereses gate,Colletts gate,1
Thereses gate,Colbjørnsens gate,1
Stortingstunellen,Spikersuppa Øst,1
Hoffsveien,Hallénparken,1
Hoffsveien,Hallings gate,1
Thereses gate,Akerselvallmenningen,1
Thereses gate,Adamstuen,1
Henrik Ibsens gate,Blindern T-Bane,1
Thereses gate,AHO,1
Stortingstunellen,The Hub,1
Hoffsveien,Gunerius,1
Hoffsveien,Grünerhagen Nord,1
Lille Grensen,Kirkeveien,1
The Hub,Vestkanttorvet,1
Lille Grensen,Krebs' gate,1
The Hub,Ullevålsveien,1
Henrik Ibsens gate,Blindern studentparkering,1
Stortingstunellen,Torshovdalen øst,1
Bislettgata,Lilleborgbanen,1
Hoffsveien,Helga Helgesens plass,1
Lodalen busstopp,Huk 1,1
Thereses gate,Bygdøy allé,1
Stortingstunellen,St. Hanshaugen park sør,1
Bjølsendumpa,Studenterlunden,1
Hoffsveien,Ila,1
Lille Grensen,Hedmarksgata,1
Thereses gate,Botanisk hage sør-vest,1
Thereses gate,Bentsebrugata,1
Henrik Ibsens gate,Bjølsen Studentby,1
Thereses gate,Blindern T-Bane,1
Thereses gate,Blindern Studenthus,1
Lille Grensen,Idioten,1
Lille Grensen,Ila,1
Stortingstunellen,Studenterlunden,1
Hoffsveien,Hesselbergs Gate,1
Thereses gate,Botanisk Hage sør,1
Thereses gate,Hallénparken,1
Stortingstunellen,Olav Kyrres plass,1
Lille Grensen,Grenseveien,1
Bjørvika,Arkitekt Rivertz Plass,1
Thereses gate,Marcus Thranes gate,1
Stortingstunellen,Kirkegata 15,1
Bislettgata,Hedmarksgata,1
Thereses gate,Mandalls gate,1
Stortingstunellen,Kirkeristen,1
Thereses gate,Marienlyst,1
Lille Grensen,Fred Olsens gate,1
Stortingstunellen,Klingenberggata,1
Thereses gate,Lilleborgbanen,1
Lodalen busstopp,Oslo Plaza,1
Stortingstunellen,Lakkegata,1
Stortingstunellen,Langkaia,1
Thereses gate,Lakkegata,1
Thereses gate,Linaaes gate,1
Thereses gate,Kværnerbyen,1
Hoffsveien,Maritimt Museum,1
Hoffsveien,Myraløkka Øst,1
Thereses gate,Rostockgata,1
Stortingstunellen,Hammersborg Torg,1
Bjørvika,Bjerregaards gate,1
Thereses gate,Ringnes Park,1
Helga Helgesens plass,Vestkanttorvet,1
Bislettgata,Fyrstikktorget,1
Thereses gate,Marienlystparken,1
Lodalen busstopp,Saga Kino,1
Lille Grensen,Dælenenggata,1
Thereses gate,Over Rådhusgata,1
Thereses gate,Oslo Plaza,1
Hoffsveien,Mølleparken,1
Thereses gate,Munkedamsveien,1
Lodalen busstopp,Ruseløkkgården,1
Bjørvika,Bentsebrugata,1
Bjørvika,Bjølsen mølle,1
Lille Grensen,Friggfeltet,1
Bislettgata,Idioten,1
Hoffsveien,Lille Schous plass,1
Thereses gate,Henrik Wergelands allé,1
Bjølsendumpa,Via Vika,1
Hoffsveien,Landstads gate,1
Hoffsveien,Krohgstøtten hospital,1
Thereses gate,Hausmanns gate,1
Lodalen busstopp,Mølleparken,1
Bislettgata,Krohgstøtten hospital,1
Stortingstunellen,Nordre gate,1
Henrik Ibsens gate,Annette Thommessens Plass,1
Bjølsendumpa,Ulven Torg,1
Thereses gate,Hausmanns bru,1
Thereses gate,Hasle Torg,1
Hoffsveien,Kjeld Stubs gate,1
Hoffsveien,Kontraskjæret,1
Thereses gate,Krebs' gate,1
Hoffsveien,Lindern,1
Thereses gate,Hydroparken,1
Thereses gate,Kontraskjæret,1
Lodalen busstopp,Olaf Ryes plass,1
Thereses gate,Klingenberggata,1
Stortingstunellen,Linaaes gate,1
Thereses gate,Kirkegata 15,1
Thereses gate,John Colletts plass,1
Henrik Ibsens gate,Adamstuen,1
Henrik Wergelands allé,Carl Berners plass sør,1
Helga Helgesens plass,Økernveien,1
Lodalen busstopp,Nordre gate,1
Bjølsendumpa,Økern Portal,1
Hoffsveien,Mailundveien,1
Thereses gate,Jakob kirke,1
Thereses gate,Ila,1
Thereses gate,Jenny Braatens Plass,1
Lille Schous plass,Ruseløkkgården,1
Tannlegehøyskolen,Arkitekt Rivertz Plass,1
Studenterlunden,Spikersuppa Øst,1
Linaaes gate,Ullevålsalléen,1
Lilleborgbanen,Ullevålsalléen,1
Henrik Wergelands allé,Myraløkka Øst,1
Studentparlamentet,Sogn Studentby,1
Bjølsen mølle,Hallings gate,1
Bjølsen Studentby,Dronningens gate,1
Linaaes gate,Ulven Torg,1
Henrik Wergelands allé,Norsk Folkemuseum,1
Bjølsen Studentby,Dokkveien,1
Linaaes gate,Valkyrieplassen,1
Lilleborgbanen,Tiedemannsparken,1
Studentparlamentet,Skøyen,1
Bjølsen Studentby,Colletts gate,1
Bjølsen Studentby,Colbjørnsens gate,1
Bjølsen Studentby,Chr. Michelsens Gate,1
Bjølsen mølle,Hasle Torg,1
Lilleborgbanen,Sørvest for Slottsparken,1
Bjølsen mølle,Huk 1,1
Lindern,Anker Hotel,1
Lilleborgbanen,Stortingstunellen,1
Linaaes gate,Vålerenga,1
Bjølsen Studentby,Borgenveien,1
Sukkerbiten,Kjeld Stubs gate,1
Henrik Wergelands allé,Monolittveien,1
Henrik Ibsens gate,Valkyrieplassen,1
Linaaes gate,Via Vika,1
Sukkerbiten,Kirkeveien,1
Studentparlamentet,Skovveien,1
Henrik Wergelands allé,Oslo Hospital,1
Linaaes gate,Vestkanttorvet,1
Lilleborgbanen,Suhms gate,1
Bjølsen Studentby,Botanisk Hage vest,1
Sukkerbiten,Hasle,1
Henrik Ibsens gate,Vålerenga,1
Lilleborgbanen,Universitetsgata,1
Bjølsen Studentby,Fyrstikktorget,1
Lilleborgbanen,Vålerenga,1
Lilleborgbanen,Økern Portal,1
Bjølsen mølle,Forskningsveien,1
Sukkerbiten,Chr. Michelsens Gate,1
Linaaes gate,Adamstuen,1
Bjølsen Studentby,Furulund,1
Studentparlamentet,Storo Storsenter,1
Sukkerbiten,Bygdøy allé,1
Studentparlamentet,Stortingstunellen,1
Linaaes gate,Tordenskiolds gate,1
Sukkerbiten,Brynseng T-bane,1
Sukkerbiten,Blindern studentparkering,1
Linaaes gate,Arkaden Nord,1
Linaaes gate,Annette Thommessens Plass,1
Bjølsen mølle,Hydroparken,1
Sukkerbiten,Forskningsveien,1
Studentparlamentet,Stjerneplassen,1
Lilleborgbanen,Vestkanttorvet,1
Bjølsen Studentby,Filipstadveien,1
Sukkerbiten,Griffenfeldts gate,1
Studentparlamentet,Stensparken,1
Bjølsen mølle,Galgeberg,1
Sukkerbiten,Grenseveien,1
Studentparlamentet,Stockfleths gate,1
Sukkerbiten,Gimle Kino,1
Bjølsen Studentby,Frogner Stadion,1
Bjølsen mølle,Frognerbadet,1
Sukkerbiten,Furulund,1
Bjølsen Studentby,Frognerbadet,1
Henrik Wergelands allé,Mandalls gate,1
Bjølsen mølle,Frogner plass,1
Bjølsen mølle,Frognerstranda,1
Lindern,Bjølsendumpa,1
Sukkerbiten,Marienlystparken,1
Studentparlamentet,Sagene bussholdeplass,1
Søndre gate,Bjølsen Studentby,1
Lindern,Dyvekes bru,1
Henrik Ibsens gate,Tannlegehøyskolen,1
Bjerregaardsgate Øst,Tøyenparken,1
Studentparlamentet,Lilleborgbanen,1
Bjølsen mølle,Marienlyst,1
Lilleborgbanen,Nydalen,1
Bjerregaardsgate Øst,Uelands gate,1
Søndre gate,Bentsebrugata,1
Bjerregaardsgate Øst,Ullevålsveien,1
Søndre gate,Badebakken,1
Lindern,Dronningens gate,1
Henrik Wergelands allé,Sognsveien,1
Bjølsen mølle,Majorstuen,1
Studentparlamentet,Lindern,1
Bjølsen mølle,Mailundveien,1
Bjølsen mølle,Munkegata,1
Lilleborgbanen,Munkedamsveien,1
Søndre gate,Colletts gate,1
Lilleborgbanen,Lille Schous plass,1
Henrik Wergelands allé,Storo Storsenter,1
Lilleborgbanen,Majorstuen,1
Bjerregaardsgate Øst,Tannlegehøyskolen,1
Bjølsen mølle,Olav Kyrres plass,1
Lilleborgbanen,Norsk Folkemuseum,1
Bjerregaardsgate Øst,Thomas Heftyes plass,1
Bjerregaardsgate Øst,Tordenskiolds gate,1
Bjølsen mølle,Nybrua holdeplass,1
Søndre gate,Borgenveien,1
Bjerregaardsgate Øst,Torshovdalen øst,1
Lindern,Filipstadveien,1
Lindern,Ensjøveien,1
Studentparlamentet,Lakkegata,1
Henrik Wergelands allé,Kværnerbyen,1
Bjølsen mølle,Lørenveien,1
Bjerregaardsgate Øst,Økern Portal,1
