start_station_name,end_station_name,num_trips
Riddervoldplass,Bygdøy allé,3
Riddervoldplass,Elisenberg,3
Riddervoldplass,Hans Nielsen Hauges plass,3
Riddervoldplass,Helga Helgesens plass,3
Riddervoldplass,Hydroparken,3
Riddervoldplass,Kjeld Stubs gate,3
Riddervoldplass,Majorstuen,3
Riddervoldplass,Munkedamsveien,3
Riddervoldplass,Oslo Handelsgymnasium,3
Oslo Handelsgymnasium,Borgenveien,3
Riddervoldplass,Akerselvallmenningen,3
Ringnes Park,Volvat,3
Pilestredet 63,Marienlyst,3
Pilestredet 63,Majorstuveien,3
Paléhaven,Kjeld Stubs gate,3
OsloMet,Idioten,3
Paléhaven,Klingenberggata,3
Paléhaven,Marcus Thranes gate,3
OsloMet,Hausmanns gate,3
Paléhaven,Saga Kino,3
Paléhaven,Skillebekk,3
Paléhaven,Skippergata,3
Paléhaven,Skøyen,3
Paléhaven,Sofienbergparken sør,3
Paléhaven,Thune,3
OsloMet,Chr. Michelsens Gate,3
Paléhaven,Vaterlandsparken,3
Paléhaven,Vålerenga,3
Parkveien,Carl Berners plass sør,3
OsloMet,Bislettgata,3
Parkveien,Dronningens gate,3
OsloMet,Arkaden Sør,3
Parkveien,Frognerstranda,3
Oslo Plaza,Vår Frelsers gravlund,3
Parkveien,Grønlands torg,3
Parkveien,Hausmanns gate,3
Parkveien,Huk 2,3
Parkveien,Idioten,3
Parkveien,Jakob kirke,3
Parkveien,Krohgstøtten hospital,3
Parkveien,Lille Schous plass,3
Paléhaven,Karenslyst allé,3
OsloMet,Jens Bjelkes Gate,3
Paléhaven,Jernbanetorget,3
Paléhaven,Ila,3
Over Rådhusgata,Gimle Kino,3
Over Rådhusgata,Gunerius,3
Over Rådhusgata,Hallings gate,3
Over Rådhusgata,Hausmanns gate,3
Over Rådhusgata,Kirkeveien,3
Over Rådhusgata,AHO,3
Over Rådhusgata,7. juni-plassen,3
Over Rådhusgata,Klingenberggata,3
Over Rådhusgata,Lakkegata,3
Over Rådhusgata,Majorstuen T-bane,3
Over Rådhusgata,Mandalls gate,3
Over Rådhusgata,Olav Kyrres plass,3
OsloMet,Tøyen skole,3
Parkveien,Mailundveien,3
Over Rådhusgata,Salt,3
OsloMet,Sørvest for Slottsparken,3
Over Rådhusgata,Storo Storsenter,3
Over Rådhusgata,Studentparlamentet,3
Paléhaven,Bentsebrugata,3
Paléhaven,Birkelunden,3
OsloMet,Schives gate,3
Paléhaven,Bislett Stadion,3
OsloMet,Pilestredet Studenthus,3
OsloMet,Oscars gate,3
OsloMet,Myraløkka Øst,3
OsloMet,Meltzers gate,3
Paléhaven,Elgsletta,3
OsloMet,Kirkeveien,3
Over Rådhusgata,St. Hanshaugen park sør,3
Oslo Plaza,Akerselvallmenningen,3
Oslo Plaza,Stjerneplassen,3
Parkveien,Oslo Hospital,3
Pilestredet,Sofienbergparken nordvest,3
Pilestredet,Studenterlunden,3
Pilestredet,The Hub,3
Pilestredet,Thomas Heftyes plass,3
Pilestredet,Thune,3
Pilestredet,Ullevål sykehus,3
Pilestredet,Uranienborgparken,3
Pilestredet,Valkyrieplassen,3
Pilestredet,Vulkan,3
Pilestredet 63,Adamstuen,3
Pilestredet 63,Annette Thommessens Plass,3
Pilestredet 63,Bak Niels Treschows hus sør,3
Oslo Plaza,Ensjø T-bane,3
Pilestredet 63,Bankplassen,3
Pilestredet 63,Colbjørnsens gate,3
Oslo Plaza,Chr. Michelsens Gate,3
Oslo Plaza,Carl Berners plass nord,3
Pilestredet 63,Dronningens gate,3
Pilestredet 63,Fredensborg,3
Pilestredet 63,Friggfeltet,3
Pilestredet 63,Hesselbergs Gate,3
Pilestredet 63,Idioten,3
Pilestredet 63,Karenslyst allé,3
Pilestredet 63,Kontraskjæret,3
Pilestredet 63,Linaaes gate,3
Pilestredet 63,Lindern,3
Oslo Plaza,Akersgata,3
Pilestredet,Sofienbergparken nord,3
Pilestredet,Schous plass,3
Pilestredet,Sagene bussholdeplass,3
Pilestredet,Oslo Handelsgymnasium,3
Parkveien,Salt,3
Parkveien,Sinsen T-bane,3
Parkveien,Sofienberggata,3
Parkveien,Sognsveien,3
Parkveien,Stjerneplassen,3
Parkveien,Storo Storsenter,3
Parkveien,Søndre gate,3
Oslo Plaza,Sentrum Scene,3
Parkveien,The Hub,3
Oslo Plaza,Professor Aschehougs plass,3
Parkveien,Vulkan,3
Oslo Plaza,Parkveien,3
Oslo Plaza,Over Rådhusgata,3
Parkveien,Munkegata,3
Pilestredet,Bentsebrugata,3
Pilestredet,Bjørvika,3
Oslo Plaza,Nybrua holdeplass,3
Pilestredet,Colosseum Kino,3
Pilestredet,Filipstadveien,3
Pilestredet,Frognerstranda,3
Pilestredet,Huitfeldts gate,3
Pilestredet,Jakob kirke,3
Pilestredet,Jens Bjelkes Gate,3
Oslo Plaza,Lille Grensen,3
Pilestredet,Kirkeveien,3
Pilestredet,Langkaia,3
Pilestredet,Lille Schous plass,3
Pilestredet,Marcus Thranes gate,3
Pilestredet,Bislett Stadion,3
Sofienbergparken nordvest,Colosseum Kino,3
Ringnes Park,Økernveien,3
Rolf Wickstrøms vei,BI Nydalen,3
Sagene bussholdeplass,Jens Bjelkes Gate,3
Sagene bussholdeplass,Jordalgata,3
Sagene bussholdeplass,Københavngata busstopp,3
Sagene bussholdeplass,Munkedamsveien,3
Sagene bussholdeplass,Nordre gate,3
Sagene bussholdeplass,Olav Kyrres plass,3
Sagene bussholdeplass,Oslo Handelsgymnasium,3
Sagene bussholdeplass,Rostockgata,3
Sagene bussholdeplass,Schous plass trikkestopp,3
Sagene bussholdeplass,Sinsenveien,3
Nydalen,Stavangergata,3
Nydalen,St. Hanshaugen park vest,3
Sagene bussholdeplass,Stockfleths gate,3
Nydalen,Sjøsiden ved trappen,3
Sagene bussholdeplass,Studentparlamentet,3
Sagene bussholdeplass,Søndre gate,3
Sagene bussholdeplass,The Hub,3
Nydalen,Sinsen T-bane,3
Sagene bussholdeplass,Thomas Heftyes plass,3
Sagene bussholdeplass,Tøyenbekken,3
Salt,Alexander Kiellands Plass,3
Salt,Arkaden Nord,3
Nydalen,OsloMet,3
Salt,Arkaden Sør,3
Nydalen,Mandalls gate,3
Salt,Bjølsen mølle,3
Salt,Edvard Storms gate,3
Sagene bussholdeplass,Hallénparken,3
Sagene bussholdeplass,Gimle Kino,3
Olaf Ryes plass,Friggfeltet,3
Olaf Ryes plass,Frøen T-bane,3
Saga Kino,Munkedamsveien,3
Saga Kino,Oslo Handelsgymnasium,3
Olaf Ryes plass,Marienlystparken,3
Saga Kino,Sofienbergparken nordvest,3
Olaf Ryes plass,Majorstuveien,3
Saga Kino,St. Hanshaugen park vest,3
Saga Kino,Stjerneplassen,3
Olaf Ryes plass,Lørenveien,3
Saga Kino,Thune,3
Saga Kino,Trelastgata,3
Saga Kino,Uranienborgparken,3
Olaf Ryes plass,Københavngata busstopp,3
Olaf Ryes plass,Krohgstøtten hospital,3
Salt,Fram-gården,3
Olaf Ryes plass,Krebs' gate,3
Sagene bussholdeplass,Anker Hotel,3
Olaf Ryes plass,Karenslyst allé,3
Sagene bussholdeplass,Bjørvika,3
Sagene bussholdeplass,Botanisk Hage sør,3
Olaf Ryes plass,Idioten,3
Sagene bussholdeplass,Brugata,3
Olaf Ryes plass,Huitfeldts gate,3
Sagene bussholdeplass,Colosseum Kino,3
Olaf Ryes plass,Gimle Kino,3
Olaf Ryes plass,Gaustad T-bane,3
Olaf Ryes plass,Fysikkbygningen,3
Olaf Ryes plass,Fyrstikktorget,3
Sagene bussholdeplass,Frogner Stadion,3
Olaf Ryes plass,Kjeld Stubs gate,3
Saga Kino,Marcus Thranes gate,3
Salt,Fredensborg,3
Nydalen,Karenslyst allé,3
Schives gate,Huk 2,3
Schives gate,Paléhaven,3
Schives gate,Schous plass trikkestopp,3
Nybrua holdeplass,Skøyen,3
Nybrua holdeplass,Skippergata,3
Nybrua holdeplass,Schous plass,3
Nybrua holdeplass,Salt,3
Schives gate,Skøyen Stasjon,3
Schives gate,Sognsveien,3
Nybrua holdeplass,Pilestredet Studenthus,3
Schives gate,Storo Storsenter,3
Nybrua holdeplass,Oslo Hospital,3
Nybrua holdeplass,Norsk Folkemuseum,3
Nybrua holdeplass,Meltzers gate,3
Schives gate,Uranienborgparken,3
Schives gate,Vaterlandsparken,3
Schives gate,Vippetangen vest,3
Nybrua holdeplass,Krohgstøtten hospital,3
Nybrua holdeplass,Karenslyst allé,3
Schous plass,Bjerregaards gate,3
Nybrua holdeplass,Huk 2,3
Nybrua holdeplass,Huk 1,3
Nybrua holdeplass,Holbergs plass,3
Nybrua holdeplass,Hesselbergs Gate,3
Nybrua holdeplass,Hans Nielsen Hauges plass,3
Nybrua holdeplass,Galgeberg,3
Nybrua holdeplass,Frognerstranda,3
Schives gate,Huk 1,3
Nybrua holdeplass,Universitetsgata,3
Nydalen,Aker Brygge,3
Nydalen,Arendalsgata,3
Salt,Hans Nielsen Hauges plass,3
Salt,Henrik Ibsens gate,3
Salt,Henrik Wergelands allé,3
Salt,Huk 1,3
Salt,Jess Carlsens gate,3
Salt,Kværnerbyen,3
Salt,Oscars gate,3
Nydalen,Hallénparken,3
Nydalen,Hallings gate,3
Salt,Parkveien,3
Salt,Schous plass,3
Salt,Sjølyst,3
Salt,Skovveien,3
Salt,Grønlands torg,3
Nydalen,Fysikkbygningen,3
Nydalen,Fagerheimgata,3
Salt,St. Hanshaugen park vest,3
Salt,Trelastgata,3
Salt,Vulkan,3
Salt,Vår Frelsers gravlund,3
Schives gate,Akersgata,3
Schives gate,Bak Niels Treschows hus sør,3
Nydalen,Bjølsen Studentby,3
Nydalen,Bjerregaards gate,3
Nydalen,Bislettgata,3
Nydalen,Birkelunden,3
Schives gate,Fred Olsens gate,3
Nydalen,Badebakken,3
Salt,Spikersuppa Vest,3
Oscars gate,Marienlyst,3
Saga Kino,Mandalls gate,3
Olaf Ryes plass,Sinsen T-bane,3
Rostockgata,Elisenberg,3
Rostockgata,Frognerstranda,3
Olav Kyrres plass,Stockfleths gate,3
Rostockgata,Hans Nielsen Hauges plass,3
Rostockgata,Huk 1,3
Rostockgata,Huk 2,3
Olav Kyrres plass,Slottsparken Øst,3
Rostockgata,Hydroparken,3
Rostockgata,Jess Carlsens gate,3
Olav Kyrres plass,Sentrum Scene,3
Rostockgata,Munkedamsveien,3
Rostockgata,Myraløkka Øst,3
Rostockgata,Oslo Plaza,3
Olav Kyrres plass,Rådhusgata,3
Rostockgata,Sinsen T-bane,3
Rostockgata,Skippergata,3
Rostockgata,Studenterlunden,3
Rostockgata,Trondheimsveien,3
Rostockgata,Uranienborgparken,3
Olav Kyrres plass,Oscars gate,3
Ruseløkkgården,Akerselvallmenningen,3
Ruseløkkgården,Akersgata,3
Ruseløkkgården,Dronningens gate,3
Olav Kyrres plass,Maritimt Museum,3
Olav Kyrres plass,Marienlystparken,3
Ruseløkkgården,Fred Olsens gate,3
Ruseløkkgården,Frognerbadet,3
Rostockgata,Bygdøy allé,3
Rostockgata,Bjerregaardsgate Øst,3
Oscars gate,Anker Hotel,3
Rostockgata,Birkelunden,3
Rolf Wickstrøms vei,Bak Niels Treschows hus nord,3
Oscars gate,Lilleborgbanen,3
Oscars gate,Lille Schous plass,3
Rolf Wickstrøms vei,Bjerregaardsgate Øst,3
Oscars gate,Lakkegata,3
Rolf Wickstrøms vei,Chr. Michelsens Gate,3
Rolf Wickstrøms vei,Colletts gate,3
Rolf Wickstrøms vei,Griffenfeldts gate,3
Rolf Wickstrøms vei,Hesselbergs Gate,3
Oscars gate,Ila,3
Oscars gate,Idioten,3
Oscars gate,Huk 2,3
Oscars gate,Hesselbergs Gate,3
Ruseløkkgården,Grünerhagen Nord,3
Rolf Wickstrøms vei,Jernbanetorget,3
Oscars gate,Hallénparken,3
Oscars gate,Griffenfeldts gate,3
Oscars gate,Gimle Kino,3
Rolf Wickstrøms vei,Marienlystparken,3
Rolf Wickstrøms vei,Olaf Ryes plass,3
Rolf Wickstrøms vei,St. Hanshaugen park nord,3
Oscars gate,Colosseum Kino,3
Rolf Wickstrøms vei,Tjuvholmen,3
Oscars gate,Botanisk hage sør-vest,3
Oscars gate,Bjølsendumpa,3
Rolf Wickstrøms vei,Valkyrieplassen,3
Oscars gate,Bjølsen Studentby,3
Rostockgata,Annette Thommessens Plass,3
Rolf Wickstrøms vei,Lilleborgbanen,3
Saga Kino,Lodalen busstopp,3
Olav Kyrres plass,Majorstuveien,3
Ruseløkkgården,Kjeld Stubs gate,3
Rådhusgata,Parkveien,3
Rådhusgata,Pilestredet 63,3
Rådhusgata,Stensparken,3
Rådhusgata,Suhms gate,3
Olav Kyrres plass,Akerselvallmenningen,3
Rådhusgata,Via Vika,3
Rådhusgata,Vålerenga,3
Saga Kino,Arkaden Nord,3
Olaf Ryes plass,Via Vika,3
Saga Kino,Bjerregaardsgate Øst,3
Olaf Ryes plass,Vestkanttorvet,3
Saga Kino,Enerhaugen,3
Saga Kino,Friggfeltet,3
Saga Kino,Hallénparken,3
Saga Kino,Hausmanns gate,3
Olaf Ryes plass,Tordenskiolds gate,3
Olaf Ryes plass,Tiedemannsparken,3
Olaf Ryes plass,Thune,3
Saga Kino,John Colletts plass,3
Olaf Ryes plass,Sørvest for Slottsparken,3
Saga Kino,Jordalgata,3
Olaf Ryes plass,Stockfleths gate,3
Saga Kino,Klingenberggata,3
Olaf Ryes plass,St. Hanshaugen park vest,3
Olaf Ryes plass,St. Hanshaugen park sør,3
Olaf Ryes plass,St. Hanshaugen park nord,3
Saga Kino,Landstads gate,3
Rådhusgata,Munkedamsveien,3
Rådhusgata,Maritimt Museum,3
Rådhusgata,Lodalen busstopp,3
Rådhusgata,Landstads gate,3
Ruseløkkgården,Langkaia,3
Ruseløkkgården,Mandalls gate,3
Olav Kyrres plass,Huitfeldts gate,3
Ruseløkkgården,Mølleparken,3
Ruseløkkgården,Nordre gate,3
Olav Kyrres plass,Henrik Wergelands allé,3
Olav Kyrres plass,Henrik Ibsens gate,3
Olav Kyrres plass,Hallings gate,3
Ruseløkkgården,Nybrua holdeplass,3
Ruseløkkgården,Olaf Ryes plass,3
Olav Kyrres plass,Frognerveien,3
Olav Kyrres plass,Frognerbadet,3
Olav Kyrres plass,Enerhaugen,3
Ruseløkkgården,Hammersborg Torg,3
Olav Kyrres plass,Edvard Storms gate,3
Ruseløkkgården,Stjerneplassen,3
Ruseløkkgården,Studenterlunden,3
Ruseløkkgården,Sørvest for Slottsparken,3
Ruseløkkgården,Vippetangen øst,3
Rådhusgata,7. juni-plassen,3
Rådhusgata,Anker Hotel,3
Rådhusgata,Bjølsen Studentby,3
Rådhusgata,Fram-gården,3
Rådhusgata,Griffenfeldts gate,3
Rådhusgata,Grønlands torg,3
Rådhusgata,Hallings gate,3
Rådhusgata,Henrik Ibsens gate,3
Rådhusgata,Hydroparken,3
Olav Kyrres plass,Colosseum Kino,3
Torshovdalen øst,Københavngata busstopp,3
Marienlystparken,Dælenenggata,3
Sofienbergparken nordvest,Ensjø T-bane,3
Studentparlamentet,Uranienborgparken,3
Linaaes gate,Sørvest for Slottsparken,3
Studentparlamentet,Vestkanttorvet,3
Suhms gate,Adamstuen,3
Suhms gate,Akersgata,3
Suhms gate,Arkaden Nord,3
Suhms gate,Arkaden Sør,3
Suhms gate,BI Nydalen,3
Suhms gate,Bentsebrugata,3
Linaaes gate,Skillebekk,3
Suhms gate,Bjerregaardsgate Øst,3
Suhms gate,Bjølsen Studentby,3
Suhms gate,Chr. Michelsens Gate,3
Suhms gate,Colosseum Kino,3
Linaaes gate,Riddervoldplass,3
Suhms gate,Edvard Storms gate,3
Linaaes gate,Professor Aschehougs plass,3
Linaaes gate,Pilestredet Studenthus,3
Suhms gate,Elisenberg,3
Linaaes gate,Pilestredet,3
Suhms gate,Fredensborg,3
Suhms gate,Frøen T-bane,3
Suhms gate,Grønlands torg,3
Linaaes gate,Lørenveien,3
Suhms gate,Hans Nielsen Hauges plass,3
Suhms gate,Huk 2,3
Linaaes gate,Kirkegata 15,3
Studentparlamentet,Søndre gate,3
Linaaes gate,Karenslyst allé,3
Linaaes gate,Uelands gate,3
Lindern,Arkaden Sør,3
Lindern,Riddervoldplass,3
Lindern,Professor Aschehougs plass,3
Studentparlamentet,Adamstuen,3
Lindern,Oslo Hospital,3
Studentparlamentet,Bislettgata,3
Lindern,Mølleparken,3
Studentparlamentet,Bjølsen Studentby,3
Lindern,Monolittveien,3
Lindern,Majorstuveien,3
Studentparlamentet,Carl Berners plass sør,3
Lindern,Krebs' gate,3
Studentparlamentet,Griffenfeldts gate,3
Studentparlamentet,Hallings gate,3
Lindern,Huk 1,3
Lindern,Holbergs plass,3
Studentparlamentet,Jakob kirke,3
Studentparlamentet,Kjeld Stubs gate,3
Lindern,Fredensborg,3
Lindern,Forskningsveien,3
Lindern,Elisenberg,3
Studentparlamentet,Lille Schous plass,3
Studentparlamentet,Majorstua skole,3
Lindern,Brugata,3
Lindern,Botanisk Hage vest,3
Lindern,Blindern Studenthus,3
Studentparlamentet,Marcus Thranes gate,3
Studentparlamentet,Pilestredet,3
Studentparlamentet,Salt,3
Linaaes gate,Jenny Braatens Plass,3
Suhms gate,Kirkeveien,3
Suhms gate,Kjeld Stubs gate,3
Lilleborgbanen,Schous plass trikkestopp,3
Sukkerbiten,St. Hanshaugen park vest,3
Lilleborgbanen,Professor Aschehougs plass,3
Sukkerbiten,Thomas Heftyes plass,3
Lilleborgbanen,Parkveien,3
Sukkerbiten,Uranienborgparken,3
Sukkerbiten,Vestkanttorvet,3
Søndre gate,Arendalsgata,3
Søndre gate,Biskop Gunnerus' gate,3
Lilleborgbanen,Munkegata,3
Søndre gate,Briskeby,3
Lilleborgbanen,Lørenporten,3
Søndre gate,Chr. Michelsens Gate,3
Lilleborgbanen,Kirkeveien,3
Søndre gate,Georg Morgenstiernes hus,3
Søndre gate,Hausmanns gate,3
Søndre gate,Henrik Wergelands allé,3
Lilleborgbanen,Huitfeldts gate,3
Lilleborgbanen,Henrik Wergelands allé,3
Lilleborgbanen,Grünerhagen Nord,3
Lilleborgbanen,Gimle Kino,3
Søndre gate,Studentparlamentet,3
Søndre gate,Tannlegehøyskolen,3
Søndre gate,Thomas Heftyes plass,3
Søndre gate,Tiedemannsparken,3
Lilleborgbanen,Frogner plass,3
Søndre gate,Tordenskiolds gate,3
Sukkerbiten,Sirkustomta,3
Lilleborgbanen,Sognsveien,3
Sukkerbiten,Majorstuen,3
Lilleborgbanen,St. Hanshaugen park nord,3
Linaaes gate,Henrik Wergelands allé,3
Linaaes gate,Hans Nielsen Hauges plass,3
Linaaes gate,Galgeberg,3
Suhms gate,Majorstuveien,3
Suhms gate,Oscars gate,3
Linaaes gate,Fram-gården,3
Linaaes gate,Finnmarksgata,3
Suhms gate,Paléhaven,3
Suhms gate,Salt,3
Suhms gate,Stjerneplassen,3
Suhms gate,Thomas Heftyes plass,3
Suhms gate,Universitetsgata,3
Sukkerbiten,BI Nydalen,3
Studentparlamentet,AHO,3
Sukkerbiten,Bjølsen mølle,3
Lilleborgbanen,Vulkan,3
Sukkerbiten,Fram-gården,3
Sukkerbiten,Hallings gate,3
Lilleborgbanen,Uranienborgveien,3
Sukkerbiten,Hasle Torg,3
Sukkerbiten,Holbergs plass,3
Sukkerbiten,Huk 1,3
Sukkerbiten,Ila,3
Sukkerbiten,Jarlsborgveien,3
Sukkerbiten,Lodalen busstopp,3
Lilleborgbanen,Stockfleths gate,3
Sukkerbiten,Lørenveien,3
Lilleborgbanen,St. Hanshaugen park vest,3
Linaaes gate,7. juni-plassen,3
Studenterlunden,Vippetangen vest,3
Lindern,Sjølyst,3
Studenterlunden,Thereses gate,3
Stockfleths gate,Kirkeristen,3
Stockfleths gate,Kværnerbyen,3
Stockfleths gate,Københavngata busstopp,3
Lørenporten,Schous plass,3
Stockfleths gate,Landstads gate,3
Stockfleths gate,Lilleborgbanen,3
Stockfleths gate,Marienlystparken,3
Lørenporten,Rostockgata,3
Lørenporten,Oslo Plaza,3
Lørenporten,Oslo Hospital,3
Lørenporten,Oscars gate,3
Stockfleths gate,Sommerfrydhagen,3
Stockfleths gate,St. Olavs gate,3
Lørenporten,Lakkegata,3
Stockfleths gate,Stensgata,3
Stockfleths gate,Stensparken,3
Stockfleths gate,Ullevålsveien,3
Storo Storsenter,7. juni-plassen,3
Storo Storsenter,Annette Thommessens Plass,3
Storo Storsenter,Arkaden Nord,3
Storo Storsenter,Brugata,3
Storo Storsenter,Drammensveien,3
Storo Storsenter,Enerhaugen,3
Lørenporten,Grønlands torg,3
Storo Storsenter,Filipstadveien,3
Lørenporten,Frogner plass,3
Storo Storsenter,Fysikkbygningen,3
Stockfleths gate,Jakob kirke,3
Lørenporten,Sjøsiden ved trappen,3
Lørenporten,Skøyen,3
Lørenporten,Sofienberggata,3
Stjerneplassen,OsloMet,3
Stjerneplassen,Professor Aschehougs plass,3
Lørenveien,Grønlands torg,3
Lørenveien,Fredensborg,3
Stjerneplassen,Skøyen,3
Stjerneplassen,Sotahjørnet,3
Stjerneplassen,Spikersuppa Vest,3
Lørenveien,Finnmarksgata,3
Stjerneplassen,Studentparlamentet,3
Lørenveien,Ensjø T-bane,3
Stjerneplassen,Thomas Heftyes plass,3
Stjerneplassen,Trondheimsveien,3
Stjerneplassen,Uelands gate,3
Storo Storsenter,Galgeberg,3
Lørenveien,Dokkveien,3
Stockfleths gate,7. juni-plassen,3
Stockfleths gate,Alexander Kiellands Plass,3
Lørenveien,Bankplassen,3
Lørenveien,Arkitekt Rivertz Plass,3
Lørenveien,AHO,3
Stockfleths gate,Bjørvika,3
Lørenporten,Valkyrieplassen,3
Lørenporten,Ullevålsveien,3
Lørenporten,Thune,3
Stockfleths gate,Fred Olsens gate,3
Lørenporten,Søndre gate,3
Lørenporten,Sukkerbiten,3
Lørenporten,Sotahjørnet,3
Lørenveien,Colosseum Kino,3
Søndre gate,Trelastgata,3
Lørenporten,Fagerheimgata,3
Storo Storsenter,Huk 1,3
Stortingstunellen,Schous plass,3
Lodalen busstopp,Klingenberggata,3
Lodalen busstopp,Kjeld Stubs gate,3
Stortingstunellen,Sukkerbiten,3
Stortingstunellen,Torggata,3
Studenterlunden,Botanisk hage sør-vest,3
Studenterlunden,Briskeby,3
Lodalen busstopp,Galgeberg,3
Lodalen busstopp,Fram-gården,3
Lodalen busstopp,Finnmarksgata,3
Studenterlunden,Enerhaugen,3
Studenterlunden,Hallénparken,3
Studenterlunden,Karenslyst allé,3
Studenterlunden,Lakkegata,3
Studenterlunden,Landstads gate,3
Studenterlunden,Mandalls gate,3
Studenterlunden,Mølleparken,3
Studenterlunden,Pilestredet 63,3
Lindern,Universitetsgata,3
Studenterlunden,Ruseløkkgården,3
Lindern,Tøyenparken,3
Lindern,Thomas Heftyes plass,3
Lindern,The Hub,3
Studenterlunden,Sommerfrydhagen,3
Lindern,Storo Storsenter,3
Lindern,St. Hanshaugen park vest,3
Studenterlunden,Sørvest for Slottsparken,3
Lodalen busstopp,Lille Grensen,3
Stortingstunellen,Olaf Ryes plass,3
Stortingstunellen,Meltzers gate,3
Stortingstunellen,Mandalls gate,3
Storo Storsenter,Kampen park Øst,3
Storo Storsenter,Majorstuveien,3
Storo Storsenter,Mandalls gate,3
Lørenporten,Brynseng T-bane,3
Lørenporten,Botanisk hage sør-vest,3
Storo Storsenter,Nybrua holdeplass,3
Lørenporten,Bjørvika,3
Storo Storsenter,Olav Kyrres plass,3
Storo Storsenter,Pilestredet 63,3
Storo Storsenter,Skøyen Stasjon,3
Lørenporten,Akersgata,3
Storo Storsenter,Stjerneplassen,3
Storo Storsenter,Trondheimsveien,3
Storo Storsenter,Hausmanns bru,3
Lodalen busstopp,Vår Frelsers gravlund,3
Storo Storsenter,Vippetangen vest,3
Lodalen busstopp,Torggata,3
Lodalen busstopp,Tiedemannsparken,3
Stortingstunellen,Bislett Stadion,3
Lodalen busstopp,Søndre gate,3
Lodalen busstopp,Stortingstunellen,3
Lodalen busstopp,Spikersuppa Øst,3
Lodalen busstopp,Skippergata,3
Stortingstunellen,Hausmanns bru,3
Lodalen busstopp,Schous plass,3
Stortingstunellen,Hoffsveien,3
Lodalen busstopp,Rådhusgata,3
Stortingstunellen,Huitfeldts gate,3
Lodalen busstopp,Vålerenga,3
Søndre gate,Trondheimsveien,3
Lilleborgbanen,Domus Athletica,3
Lilleborgbanen,Colletts gate,3
Landstads gate,Tøyenparken,3
Tiedemannsparken,AHO,3
Landstads gate,Tåsen Senter,3
Landstads gate,Trondheimsveien,3
Tiedemannsparken,Arkaden Nord,3
Landstads gate,Thune,3
Tiedemannsparken,Bjølsen Studentby,3
Tiedemannsparken,Bjørvika,3
Tiedemannsparken,Fredensborg,3
Tiedemannsparken,Gunerius,3
Tiedemannsparken,Hans Nielsen Hauges plass,3
Tiedemannsparken,Hasle,3
Tiedemannsparken,Hesselbergs Gate,3
Tiedemannsparken,Jernbanetorget,3
Landstads gate,Sjølyst,3
Landstads gate,Schives gate,3
Landstads gate,Salt,3
Landstads gate,Rolf Wickstrøms vei,3
Landstads gate,Professor Aschehougs plass,3
Tiedemannsparken,Kontraskjæret,3
Tiedemannsparken,Majorstuen,3
Landstads gate,Krohgstøtten hospital,3
Landstads gate,John Colletts plass,3
Landstads gate,Jens Bjelkes Gate,3
Tiedemannsparken,Nybrua holdeplass,3
Tiedemannsparken,Paléhaven,3
Landstads gate,Hesselbergs Gate,3
Thune,Vulkan,3
Landstads gate,Vestkanttorvet,3
Landstads gate,Vippetangen vest,3
Langkaia,Birkelunden,3
Thomas Heftyes plass,Nordre gate,3
Thomas Heftyes plass,OsloMet,3
Langkaia,Schous plass trikkestopp,3
Langkaia,Ringnes Park,3
Thomas Heftyes plass,Salt,3
Thomas Heftyes plass,Sofienbergparken nord,3
Langkaia,OsloMet,3
Langkaia,Oslo Plaza,3
Thomas Heftyes plass,Tannlegehøyskolen,3
Langkaia,Oslo Handelsgymnasium,3
Langkaia,Meltzers gate,3
Thomas Heftyes plass,Ullevålsveien,3
Langkaia,Lodalen busstopp,3
Landstads gate,Henrik Wergelands allé,3
Thune,BI Nydalen,3
Thune,Briskeby,3
Langkaia,Holbergs plass,3
Langkaia,Hausmanns gate,3
Thune,Holbergs plass,3
Langkaia,Hammersborg Torg,3
Thune,Kirkeveien,3
Thune,Kjeld Stubs gate,3
Langkaia,Fram-gården,3
Langkaia,Fagerheimgata,3
Thune,Meltzers gate,3
Langkaia,Dronningens gate,3
Thune,Skøyen Stasjon,3
Thune,Spikersuppa Vest,3
Thune,Botanisk Hage sør,3
Thomas Heftyes plass,Langkaia,3
Landstads gate,Hans Nielsen Hauges plass,3
Tiedemannsparken,Saga Kino,3
Lakkegata,Kirkegata 15,3
Torggata,Arkaden Sør,3
Lakkegata,Hausmanns gate,3
Torggata,Ensjø T-bane,3
Torggata,Grenseveien,3
Lakkegata,Carl Berners plass nord,3
Torggata,Henrik Wergelands allé,3
Lakkegata,Arendalsgata,3
Torggata,Københavngata busstopp,3
Torggata,Norsk Folkemuseum,3
Torggata,Stensparken,3
Torggata,Sørvest for Slottsparken,3
Københavngata busstopp,Ullevål sykehus,3
Torggata,Thomas Heftyes plass,3
Københavngata busstopp,Torshovparken vest,3
Torggata,Uelands gate,3
Torshovdalen øst,7. juni-plassen,3
Torshovdalen øst,Akersgata,3
Torshovdalen øst,Arendalsgata,3
Torshovdalen øst,Badebakken,3
Torshovdalen øst,Bjerregaards gate,3
Københavngata busstopp,Storo Storsenter,3
Torshovdalen øst,Bjølsen mølle,3
Torshovdalen øst,Frogner plass,3
Københavngata busstopp,Sinsen T-bane,3
Torshovdalen øst,Hesselbergs Gate,3
Torshovdalen øst,Jess Carlsens gate,3
